package,artifact,class,mapping,status
research-ideation,03_gap_map.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,04_candidates.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,<artifact-root>/evidence/capability-combination/paper_pool.csv,durable_runtime,procedure-artifact-contract,mapped
research-ideation,<artifact-root>/evidence/capability-combination/search_log.csv,durable_runtime,procedure-artifact-contract,mapped
research-ideation,capability-combination-workflow.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,claim_evidence_map.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,closest_prior_work.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,evidence/01_objective_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,evidence/02_prior_map.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,evidence/03_gap_map.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,evidence/04_candidates.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,evidence/MANIFEST.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,evidence/source.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,generative-lenses.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,literature_map.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,paper_pool.csv,durable_runtime,procedure-artifact-contract,mapped
research-ideation,paper_topic_relationships.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,playbook-history-search.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,playbook-idea-sourcing.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,research-quest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-ideation,rubric-lever-bucket.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,sources.md,durable_runtime,procedure-artifact-contract,mapped
research-ideation,references/capability-combination-workflow.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/evaluation-handoff.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/generative-lenses.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/info-fetching.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/lift-strategy-playbooks.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/playbook-history-search.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/playbook-idea-sourcing.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/playbook-related-work.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/playbook-thinking-flow.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/rubric-bad-idea-anti-patterns.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/rubric-lever-bucket.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/stage-01-frame.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/stage-02-prior-map.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/stage-03-gap-map.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/stage-04-generate.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/template-board-packet.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/template-candidate-card.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/template-objective-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,references/template-prior-map.md,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,templates/capability-paper-pool.csv,methodology_support,digest-bound-support-or-instruction,mapped
research-ideation,templates/capability-search-log.csv,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,01_objective_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,02_prior_map.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,03_gap_map.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,04_candidates.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,05_method_flaw_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,05_novelty_matrix.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,06_rejected_ideas.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,06_selected_idea.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,07_experiment_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,07_paper_outline_seed.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,advisor-idea-evaluation.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,blocked.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/01_objective_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/02_prior_map.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/03_gap_map.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/04_candidates.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/05_method_flaw_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/05_novelty_matrix.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/07_experiment_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/MANIFEST.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/refinement_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,evidence/report_provenance.json,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,lifecycle-quantification.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,manifest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,paper_topic_relationships.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,refinement_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,reports/index.html,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,research-quest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,rubric-bad-idea-anti-patterns.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,rubric-finer.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,rubric-kill-criteria.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,selected-idea.md,durable_runtime,procedure-artifact-contract,mapped
research-idea-evaluation,references/advisor-idea-evaluation.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/html-report.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/input-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/lifecycle-quantification.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/route-refinement.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/rubric-bad-idea-anti-patterns.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/rubric-finer.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/rubric-kill-criteria.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/rubric-novelty.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/rubric-quality-gate.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/rubric-stall-recovery.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/stage-05-novelty-check.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/stage-05b-method-flaw-audit.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/stage-06-select.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/stage-07-handoff.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/template-method-flaw-audit.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/template-paper-outline-seed.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/template-pre-idea-draft.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/template-refinement-brief.md,methodology_support,digest-bound-support-or-instruction,mapped
research-idea-evaluation,references/template-selected-idea.md,methodology_support,digest-bound-support-or-instruction,mapped
research-project-setup,AGENTS.md,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,SUMMARY.md,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,artifacts/intake/state_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,assets/manifest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,graph.html,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,graph.json,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,graphify-out/GRAPH_REPORT.md,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,literature-index.md,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,manifest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-project-setup,references/graphify.md,methodology_support,digest-bound-support-or-instruction,mapped
research-project-setup,references/pack-workspace.md,methodology_support,digest-bound-support-or-instruction,mapped
research-project-setup,templates/intake-state-audit.md,methodology_support,digest-bound-support-or-instruction,mapped
research-project-setup,templates/intake-summary.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,01_experiment_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,02_baseline_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,03_run_plan.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,07_experiment_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,AGENTS.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,analysis_campaign.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,claim_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-experiment,claim_update.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,decision-closure.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,evidence-ladder.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,evidence/07_experiment_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,execution_log.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,optimization-frontier.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,optimization_frontier.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,output-schemas-claim.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,output-schemas-run.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,project-adapter-meta.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,result_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,results_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-experiment,run_matrix.yaml,durable_runtime,procedure-artifact-contract,mapped
research-experiment,writing_handoff.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment,10-optimization/ml-training-recipes/references/experiment-loop.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/ablation-campaign-design.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/bad-experiment-rubric.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/campaign-round-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/claim-gate-review.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/decision-closure.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/evidence-ladder.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/experiment-integrity-audit.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/iteration-loop-discipline.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/optimization-frontier.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/output-schemas-claim.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/output-schemas-run.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/paper-claim-audit-bridge.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/project-adapter-meta.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/result-analysis.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/stage-01-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/stage-02-baseline.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/stage-03-plan.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/stage-04-project-adapter.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/stage-05-execute-monitor.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/stage-06-result-to-claim.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,references/stage-07-analysis-campaign.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,research-writing/references/model-review-policy.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment,SKILL.md,host_packaging,retire-with-host-skill-packaging,waived-retire
research-experiment-campaign,03_run_plan.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,MANIFEST.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,README.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,analysis_campaign.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,campaign_data/<campaign>/MANIFEST.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,campaign_data/<campaign>/README.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,campaign_data/<campaign>/report_provenance.json,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,campaigns/<id>.yaml,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,claim_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,execution_log.md,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,report_provenance.json,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,reports/<campaign>/index.html,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,reports/<campaign>/rounds/<round-id>.html,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,reports/<campaign>/rounds/<round_id>.html,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,results_ledger.csv,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,run_matrix.yaml,durable_runtime,procedure-artifact-contract,mapped
research-experiment-campaign,../research-experiment/references/campaign-round-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,references/campaign-state.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,references/html-report.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,templates/campaign-data-readme.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,templates/campaign-manifest.md,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,templates/campaign-queue.yaml,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,templates/campaign-report.html,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,templates/campaign-round-report.html,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,templates/campaign-tracker.yaml,methodology_support,digest-bound-support-or-instruction,mapped
research-experiment-campaign,templates/experiment-registry.yaml,methodology_support,digest-bound-support-or-instruction,mapped
research-computation,computation_nodes.jsonl,durable_runtime,procedure-artifact-contract,mapped
research-computation,evidence/01_computation_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-computation,evidence/02_environment_preflight.md,durable_runtime,procedure-artifact-contract,mapped
research-computation,evidence/03_execution_log.md,durable_runtime,procedure-artifact-contract,mapped
research-computation,evidence/04_validation_report.md,durable_runtime,procedure-artifact-contract,mapped
research-computation,evidence/05_claim_handoff.md,durable_runtime,procedure-artifact-contract,mapped
research-computation,evidence/MANIFEST.md,durable_runtime,procedure-artifact-contract,mapped
research-computation,evidence/computation_nodes.jsonl,durable_runtime,procedure-artifact-contract,mapped
research-computation,reports/index.html,durable_runtime,procedure-artifact-contract,mapped
research-computation,references/environment-preflight.md,methodology_support,digest-bound-support-or-instruction,mapped
research-computation,references/execution-and-hpc.md,methodology_support,digest-bound-support-or-instruction,mapped
research-computation,references/html-report.md,methodology_support,digest-bound-support-or-instruction,mapped
research-computation,references/package-routing.md,methodology_support,digest-bound-support-or-instruction,mapped
research-computation,references/research-experiment-bridge.md,methodology_support,digest-bound-support-or-instruction,mapped
research-computation,references/validation-and-claims.md,methodology_support,digest-bound-support-or-instruction,mapped
research-computation,templates/report.html,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,batch-figure-acceptance.md,durable_runtime,procedure-artifact-contract,mapped
research-figure,caption_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-figure,figure_brief.md,durable_runtime,procedure-artifact-contract,mapped
research-figure,figure_catalog.csv,durable_runtime,procedure-artifact-contract,mapped
research-figure,figure_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-figure,figure_handoff.md,durable_runtime,procedure-artifact-contract,mapped
research-figure,figure_manifest.json,durable_runtime,procedure-artifact-contract,mapped
research-figure,paper-figure-paradigms.md,durable_runtime,procedure-artifact-contract,mapped
research-figure,../../research-writing/references/display-routing-and-figure-one.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,references/batch-figure-acceptance.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,references/paper-figure-paradigms.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,references/stage-01-figure-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,references/stage-02-display-routing.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,references/stage-03-data-plot.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,references/stage-04-diagram-and-illustration.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,references/stage-05-polish-audit.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,references/stage-06-writing-integration.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,templates/figure_contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,templates/figure_manifest.json,methodology_support,digest-bound-support-or-instruction,mapped
research-figure,templates/figure_manifest_ai.example.json,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,claim_evidence_map.csv,durable_runtime,procedure-artifact-contract,mapped
research-slides,deck_route.md,durable_runtime,procedure-artifact-contract,mapped
research-slides,figure_catalog.csv,durable_runtime,procedure-artifact-contract,mapped
research-slides,figure_manifest.json,durable_runtime,procedure-artifact-contract,mapped
research-slides,imagegen-assets-manifest.json,durable_runtime,procedure-artifact-contract,mapped
research-slides,imagegen-manifest.json,durable_runtime,procedure-artifact-contract,mapped
research-slides,outline.md,durable_runtime,procedure-artifact-contract,mapped
research-slides,paper_asset_catalog.csv,durable_runtime,procedure-artifact-contract,mapped
research-slides,research-quest.yaml,durable_runtime,procedure-artifact-contract,mapped
research-slides,slide_asset_map.csv,durable_runtime,procedure-artifact-contract,mapped
research-slides,slide_asset_production.csv,durable_runtime,procedure-artifact-contract,mapped
research-slides,slide_audit.md,durable_runtime,procedure-artifact-contract,mapped
research-slides,slide_outline.md,durable_runtime,procedure-artifact-contract,mapped
research-slides,slides_handoff.md,durable_runtime,procedure-artifact-contract,mapped
research-slides,speaker_notes.md,durable_runtime,procedure-artifact-contract,mapped
research-slides,talk_contract.md,durable_runtime,procedure-artifact-contract,mapped
research-slides,../../personal-slides/references/source-assets.md,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,../personal-slides/references/research-handoff-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,references/presentation-arcs.md,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,references/stage-01-talk-contract.md,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,references/stage-02-story-outline.md,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,references/stage-03-production-route.md,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,references/stage-04-notes-script.md,methodology_support,digest-bound-support-or-instruction,mapped
research-slides,references/stage-05-audit-handoff.md,methodology_support,digest-bound-support-or-instruction,mapped
